SRR873382	SRR873383	SRR873384	SRR873385	SRR873386	SRR873387	SRR873388	SRR873389
hsa-miR-491-5p	34	40	40	39	27	33	36	39
hsa-miR-492	2	0	2	0	0	2	2	0
hsa-miR-493-3p	0	0	1	3	1	0	3	3
hsa-miR-493-5p	6	4	3	4	7	5	4	5
hsa-miR-494-3p	34	30	37	19	14	10	3	4
hsa-miR-494-5p	0	0	0	0	0	0	0	0
hsa-miR-495-3p	2	0	0	0	0	0	0	0
hsa-miR-495-5p	0	0	0	1	0	0	1	0
hsa-miR-496	0	0	0	0	0	0	0	0
hsa-miR-497-3p	16	16	26	16	21	9	17	8
hsa-miR-497-5p	186	196	278	92	129	150	145	171
hsa-miR-498	1	1	4	1	3	0	2	1
hsa-miR-4999-3p	4	4	1	0	0	3	1	1
hsa-miR-4999-5p	3	11	2	9	8	15	7	15
hsa-miR-499a-3p	1	0	1	0	1	0	0	0
hsa-miR-499a-5p	52	34	56	17	29	34	29	17
hsa-miR-499b-3p	0	0	0	0	0	0	0	0
hsa-miR-499b-5p	0	3	0	0	1	0	0	0
hsa-miR-5000-3p	10	7	8	9	10	17	9	8
hsa-miR-5000-5p	1	1	2	0	1	3	0	0
hsa-miR-5001-3p	12	11	8	2	11	30	11	16
hsa-miR-5001-5p	33	40	20	34	32	75	39	34
hsa-miR-5002-3p	0	0	0	0	0	0	0	0
hsa-miR-5002-5p	0	2	2	2	0	3	2	0
hsa-miR-5003-3p	28	44	9	28	30	26	34	34
hsa-miR-5003-5p	27	24	9	5	7	3	9	7
hsa-miR-5004-3p	6	0	4	0	7	5	5	1
hsa-miR-5004-5p	1	0	1	0	2	1	0	0
hsa-miR-5006-3p	3	1	1	1	0	1	0	0
hsa-miR-5006-5p	5	2	1	0	1	1	0	0
hsa-miR-5007-3p	0	0	0	0	0	0	0	0
hsa-miR-5007-5p	0	0	0	0	0	0	0	0
hsa-miR-5008-3p	6	5	4	4	3	6	2	3
hsa-miR-5008-5p	42	71	52	37	34	52	25	37
hsa-miR-5009-3p	0	0	0	0	0	0	0	0
hsa-miR-5009-5p	20	22	11	29	29	28	30	32
hsa-miR-500a-3p	970	1009	591	620	665	879	637	711
hsa-miR-500a-5p	232	253	158	147	173	215	197	209
hsa-miR-500b-3p	18	16	3	8	10	10	14	18
hsa-miR-500b-5p	246	279	192	147	182	208	223	242
hsa-miR-501-3p	716	672	360	426	451	521	439	533
hsa-miR-501-5p	352	374	241	176	245	320	273	288
hsa-miR-5010-3p	15	9	8	1	11	2	6	7
hsa-miR-5010-5p	16	9	17	10	9	8	4	7
hsa-miR-5011-3p	0	0	0	0	0	0	0	0
hsa-miR-5011-5p	0	0	0	0	0	0	0	0
hsa-miR-502-3p	327	320	214	137	207	296	219	263
hsa-miR-502-5p	45	46	40	31	23	30	29	45
hsa-miR-503-3p	1067	1340	178	260	293	334	155	186
hsa-miR-503-5p	4298	2645	4883	2983	2525	3019	1144	1329
hsa-miR-504-3p	10	11	4	7	3	2	1	4
hsa-miR-504-5p	20	25	11	6	12	11	13	9
hsa-miR-5047	0	0	0	0	0	0	1	0
hsa-miR-505-3p	921	840	679	549	468	537	432	485
hsa-miR-505-5p	153	190	112	74	45	53	43	46
hsa-miR-506-3p	2	1	4	4	12	0	3	2
hsa-miR-506-5p	0	0	0	0	0	0	0	0
hsa-miR-507	0	0	0	0	0	0	0	0
hsa-miR-508-3p	7	5	7	6	8	10	12	9
hsa-miR-508-5p	0	0	1	0	0	0	0	0
hsa-miR-5087	1	2	1	3	1	5	3	1
hsa-miR-5088-3p	0	0	0	0	0	0	0	0
hsa-miR-5088-5p	18	18	5	3	13	9	13	10
hsa-miR-5089-3p	0	0	0	0	0	0	2	0
hsa-miR-5089-5p	1	0	2	0	0	1	1	0
hsa-miR-509-3-5p	1	0	0	0	0	0	0	1
hsa-miR-509-3p	1	3	0	4	7	7	5	6
hsa-miR-509-5p	0	0	0	0	0	1	0	0
hsa-miR-5090	19	8	11	5	8	10	8	10
hsa-miR-5091	5	6	12	7	8	8	4	9
hsa-miR-5092	0	0	0	0	1	0	0	0
hsa-miR-5093	0	1	1	0	0	0	0	1
hsa-miR-5094	17	20	11	15	18	32	20	22
hsa-miR-5095	0	0	0	0	0	0	0	0
hsa-miR-5096	0	0	0	0	0	0	0	0
hsa-miR-510-3p	0	0	0	0	0	0	0	0
hsa-miR-510-5p	0	0	0	0	0	0	0	0
hsa-miR-5100	0	4	2	0	1	0	1	1
hsa-miR-511-3p	1	0	0	2	0	1	0	0
hsa-miR-511-5p	0	0	0	0	0	1	0	0
hsa-miR-512-3p	45	59	103	52	42	72	57	67
hsa-miR-512-5p	2	0	1	0	1	0	0	0
hsa-miR-513a-3p	0	0	0	0	0	1	0	0
hsa-miR-513a-5p	0	0	0	0	0	0	0	0
hsa-miR-513b-3p	0	0	0	0	0	0	0	0
hsa-miR-513b-5p	2	1	0	0	0	0	0	0
hsa-miR-513c-3p	0	0	0	0	0	0	0	0
hsa-miR-513c-5p	1	1	2	0	1	2	0	0
hsa-miR-514a-3p	1	2	2	3	1	1	8	1
hsa-miR-514a-5p	0	0	0	0	0	0	0	1
hsa-miR-514b-3p	0	1	0	0	0	0	0	0
hsa-miR-514b-5p	0	0	0	0	0	0	0	0
hsa-miR-515-3p	0	1	4	1	0	4	2	0
hsa-miR-515-5p	5	1	7	2	1	1	2	2
hsa-miR-516a-3p	3	0	2	1	1	0	3	0
hsa-miR-516a-5p	281	162	216	181	255	322	218	264
hsa-miR-516b-3p	1	1	1	1	0	0	1	0
hsa-miR-516b-5p	35	43	35	26	32	35	52	44
hsa-miR-517-5p	1	1	0	0	1	0	1	2
hsa-miR-517a-3p	4	4	5	5	1	4	1	1
hsa-miR-517b-3p	7	3	6	3	2	5	5	1
hsa-miR-517c-3p	1	2	4	1	0	1	1	1
hsa-miR-5186	0	0	0	0	0	0	0	0
hsa-miR-5187-3p	2	2	1	2	1	2	0	1
hsa-miR-5187-5p	52	54	25	36	11	45	36	36
hsa-miR-5188	1	1	0	0	5	2	2	0
hsa-miR-5189-3p	1	2	4	4	1	2	2	2
hsa-miR-5189-5p	9	9	6	13	8	17	8	9
hsa-miR-518a-3p	1	0	1	1	1	2	1	2
hsa-miR-518a-5p	6	10	9	2	3	9	4	15
hsa-miR-518b	29	18	34	32	35	15	42	22
hsa-miR-518c-3p	0	0	0	1	0	0	0	3
hsa-miR-518c-5p	1	0	0	0	1	1	1	0
hsa-miR-518d-3p	1	3	1	0	1	0	0	0
hsa-miR-518d-5p	1	0	1	0	0	0	0	0
hsa-miR-518e-3p	1	0	1	1	0	1	0	0
hsa-miR-518e-5p	15	14	7	12	12	22	23	15
hsa-miR-518f-3p	2	0	3	1	1	3	3	0
hsa-miR-518f-5p	0	1	0	0	0	1	0	0
hsa-miR-5190	0	0	1	0	0	1	0	0
hsa-miR-5191	0	0	0	1	0	0	0	1
hsa-miR-5192	0	0	0	0	0	0	0	0
hsa-miR-5193	0	0	0	0	0	0	0	0
hsa-miR-5194	3	7	3	1	0	6	0	3
hsa-miR-5195-3p	1	0	0	0	0	0	0	0
hsa-miR-5195-5p	0	0	0	0	0	0	0	0
hsa-miR-5196-3p	0	0	0	0	0	0	0	0
hsa-miR-5196-5p	0	0	0	0	0	0	0	0
hsa-miR-5197-3p	0	0	0	0	0	0	0	0
hsa-miR-5197-5p	0	0	0	0	0	0	0	0
hsa-miR-519a-3p	140	94	133	69	46	46	58	53
hsa-miR-519a-5p	308	361	266	237	223	277	292	286
hsa-miR-519b-3p	3	0	2	0	2	2	2	0
hsa-miR-519b-5p	14	20	11	10	18	12	16	25
hsa-miR-519c-3p	2	6	9	2	3	1	8	2
hsa-miR-519c-5p	17	13	6	19	15	17	16	21
hsa-miR-519d-3p	0	0	1	0	1	0	1	0
hsa-miR-519d-5p	1	0	1	0	1	3	0	0
hsa-miR-519e-3p	2	1	0	1	0	0	0	0
hsa-miR-519e-5p	0	0	0	0	0	0	0	0
hsa-miR-520a-3p	0	1	1	1	2	1	2	2
hsa-miR-520a-5p	1	0	1	0	1	1	1	0
hsa-miR-520b	5	0	2	1	1	1	0	1
hsa-miR-520c-3p	5	2	2	2	0	1	0	0
hsa-miR-520c-5p	0	0	0	0	0	0	0	1
hsa-miR-520d-3p	5	8	2	7	4	15	5	8
hsa-miR-520d-5p	2	3	0	0	0	0	0	0
hsa-miR-520e	0	1	2	0	0	0	0	0
hsa-miR-520f-3p	9	11	20	14	11	13	12	8
hsa-miR-520f-5p	0	0	0	0	2	0	0	0
hsa-miR-520g-3p	4	1	1	2	3	4	2	1
hsa-miR-520g-5p	0	0	0	1	0	0	0	0
hsa-miR-520h	1	2	2	0	1	0	1	0
hsa-miR-521	23	24	20	7	11	10	11	11
hsa-miR-522-3p	336	332	355	163	159	177	186	196
hsa-miR-522-5p	16	16	9	13	16	18	27	30
hsa-miR-523-3p	2	1	0	1	1	2	0	1
hsa-miR-523-5p	19	21	5	12	23	25	22	22
hsa-miR-524-3p	0	0	0	0	1	0	0	0
hsa-miR-524-5p	1	0	0	1	0	0	0	0
hsa-miR-525-3p	0	0	0	0	0	0	0	0
hsa-miR-525-5p	0	0	2	1	1	0	2	1
hsa-miR-526a	0	1	1	0	0	0	0	1
hsa-miR-526b-3p	1	1	1	0	0	2	0	0
hsa-miR-526b-5p	3	0	2	2	3	0	0	2
hsa-miR-527	3	11	5	1	3	4	3	0
hsa-miR-532-3p	129	164	111	74	81	72	79	95
hsa-miR-532-5p	2684	2465	1078	2483	3257	4024	3236	3474
hsa-miR-539-3p	0	0	2	1	1	0	0	0
hsa-miR-539-5p	1	1	0	2	1	1	0	1
hsa-miR-541-3p	0	0	0	0	1	0	0	0
hsa-miR-541-5p	0	0	0	0	1	0	0	0
hsa-miR-542-3p	9600	8131	7979	7090	8761	11023	7178	6509
hsa-miR-542-5p	1039	1177	863	828	740	1047	676	691
hsa-miR-543	0	2	0	0	0	0	0	0
hsa-miR-544a	0	0	0	0	0	0	0	0
hsa-miR-544b	8	12	12	3	2	3	7	7
hsa-miR-545-3p	55	32	32	24	18	27	28	17
hsa-miR-545-5p	83	57	76	34	41	33	46	44
hsa-miR-548a-3p	11	9	9	13	28	24	21	27
hsa-miR-548a-5p	1	0	0	0	0	0	1	0
hsa-miR-548aa	0	0	0	0	0	0	0	0
hsa-miR-548ab	0	0	1	2	0	1	0	0
hsa-miR-548ac	3	3	1	2	2	1	1	4
hsa-miR-548ad	0	0	0	0	0	0	0	0
hsa-miR-548ae	0	0	0	0	0	0	0	0
hsa-miR-548ag	0	0	0	0	0	1	0	0
hsa-miR-548ah-3p	0	0	0	0	0	0	2	0
hsa-miR-548ah-5p	5	3	4	3	11	5	4	2
hsa-miR-548ai	3	0	0	1	0	0	0	1
hsa-miR-548aj-3p	0	1	0	0	0	0	0	0
hsa-miR-548aj-5p	0	0	0	1	0	1	0	0
hsa-miR-548ak	1	0	0	0	1	0	0	0
hsa-miR-548al	3	2	6	4	5	1	3	3
hsa-miR-548am-3p	0	1	1	0	0	0	1	2
hsa-miR-548am-5p	0	0	0	0	1	0	0	0
hsa-miR-548an	0	0	0	0	0	1	0	0
hsa-miR-548ao-3p	0	0	0	0	0	0	0	0
hsa-miR-548ao-5p	0	0	0	0	0	0	0	0
hsa-miR-548ap-3p	4	1	1	0	0	0	0	1
hsa-miR-548ap-5p	0	0	0	0	0	0	0	0
hsa-miR-548aq-3p	0	0	0	0	0	0	0	0
hsa-miR-548aq-5p	0	0	1	1	0	1	0	0
hsa-miR-548ar-3p	5	2	2	5	3	0	2	4
hsa-miR-548ar-5p	0	0	1	0	0	0	0	0
hsa-miR-548as-3p	0	0	0	0	0	0	0	0
hsa-miR-548as-5p	0	0	0	0	0	0	0	0
hsa-miR-548at-3p	0	1	1	0	1	1	0	0
hsa-miR-548at-5p	4	2	1	2	1	2	3	3
hsa-miR-548au-3p	9	6	5	6	4	5	11	5
hsa-miR-548au-5p	0	0	1	0	1	0	0	1
hsa-miR-548av-3p	0	0	0	0	1	0	0	0
hsa-miR-548av-5p	0	0	1	0	0	0	0	0
hsa-miR-548aw	65	40	43	53	68	82	72	65
hsa-miR-548ax	0	0	0	0	0	0	0	0
hsa-miR-548ay-3p	16	24	12	15	18	17	12	17
hsa-miR-548ay-5p	2	0	0	0	2	1	4	0
hsa-miR-548az-3p	2	2	1	4	8	1	4	6
hsa-miR-548az-5p	90	93	73	117	203	209	176	161
hsa-miR-548b-3p	15	14	5	7	8	10	11	12
hsa-miR-548b-5p	0	0	0	3	3	1	1	2
hsa-miR-548ba	0	1	4	2	3	10	4	1
hsa-miR-548c-3p	0	0	0	0	0	0	0	0
hsa-miR-548c-5p	0	0	0	0	0	0	0	0
hsa-miR-548d-3p	38	18	20	12	12	16	23	11
hsa-miR-548d-5p	1	2	2	1	3	2	3	1
hsa-miR-548e-3p	191	116	228	110	103	71	66	79
hsa-miR-548e-5p	9	8	9	4	3	7	2	6
hsa-miR-548f-3p	41	31	23	35	49	28	33	34
hsa-miR-548f-5p	10	6	3	4	5	9	3	14
hsa-miR-548g-3p	0	0	0	0	0	0	0	0
hsa-miR-548g-5p	0	0	0	0	1	0	0	0
hsa-miR-548h-3p	0	0	0	0	0	0	0	0
hsa-miR-548h-5p	29	18	16	25	34	18	24	29
hsa-miR-548i	0	1	0	0	0	0	0	0
hsa-miR-548j-3p	3	1	3	2	2	5	3	3
hsa-miR-548j-5p	112	111	78	105	94	113	102	108
hsa-miR-548k	151	86	136	92	57	63	51	59
hsa-miR-548l	31	25	22	20	22	14	26	20
hsa-miR-548m	0	0	0	0	0	0	0	0
hsa-miR-548n	17	13	7	11	11	11	7	7
hsa-miR-548o-3p	47	31	26	42	42	47	50	39
hsa-miR-548o-5p	0	0	0	0	0	0	0	0
hsa-miR-548p	0	0	0	0	0	0	0	0
hsa-miR-548q	17	13	18	8	10	12	13	8
hsa-miR-548s	0	1	1	1	0	0	0	0
hsa-miR-548t-3p	0	0	0	0	1	1	1	1
hsa-miR-548t-5p	11	10	4	4	14	20	8	7
hsa-miR-548u	4	1	5	4	2	4	4	5
hsa-miR-548v	0	2	1	0	2	1	2	1
hsa-miR-548w	0	0	0	2	1	1	0	0
hsa-miR-548x-3p	0	0	0	1	0	0	0	0
hsa-miR-548x-5p	0	0	0	0	0	1	0	0
hsa-miR-548y	0	0	2	0	0	1	1	0
hsa-miR-548z	0	0	0	0	0	0	0	0
hsa-miR-549a	4	8	3	2	8	7	5	3
hsa-miR-550a-3-5p	3	6	7	3	9	9	6	4
hsa-miR-550a-3p	19	12	23	8	11	16	19	15
hsa-miR-550a-5p	93	112	129	51	55	82	68	53
hsa-miR-550b-2-5p	0	0	0	0	0	0	0	0
hsa-miR-550b-3p	1	0	0	0	0	0	0	0
hsa-miR-551a	7	11	17	2	3	5	2	2
hsa-miR-551b-3p	1	2	3	0	2	0	0	1
hsa-miR-551b-5p	0	2	0	0	0	0	0	0
hsa-miR-552-3p	1	0	1	0	0	2	0	0
hsa-miR-552-5p	0	0	1	0	1	0	0	0
hsa-miR-553	0	0	0	0	0	0	0	0
hsa-miR-554	0	0	0	0	0	0	0	0
hsa-miR-555	0	0	0	0	0	0	0	0
hsa-miR-556-3p	44	20	19	12	24	13	18	17
hsa-miR-556-5p	281	220	168	180	196	207	200	190
hsa-miR-557	0	0	0	0	0	0	0	0
hsa-miR-5571-3p	0	0	0	0	0	0	0	0
hsa-miR-5571-5p	0	0	0	0	0	0	0	0
hsa-miR-5572	0	0	0	0	0	0	0	0
hsa-miR-5579-3p	1	0	2	0	4	5	4	0
hsa-miR-5579-5p	1	1	0	0	0	2	0	0
hsa-miR-558	0	0	0	0	0	0	0	0
hsa-miR-5580-3p	0	0	0	0	0	3	1	1
hsa-miR-5580-5p	0	0	3	2	3	5	4	8
hsa-miR-5581-3p	3	6	0	2	8	3	3	3
hsa-miR-5581-5p	0	0	1	0	0	0	0	0
hsa-miR-5582-3p	22	22	19	12	11	18	23	14
hsa-miR-5582-5p	3	0	1	0	1	0	0	1
hsa-miR-5583-3p	4	10	1	2	1	2	2	2
hsa-miR-5583-5p	0	0	0	1	0	0	0	0
hsa-miR-5584-3p	0	0	0	0	0	0	0	0
hsa-miR-5584-5p	0	0	0	1	1	0	0	0
hsa-miR-5585-3p	0	0	0	0	0	0	0	0
hsa-miR-5585-5p	0	0	0	0	0	0	0	0
hsa-miR-5586-3p	0	1	0	0	0	0	0	0
hsa-miR-5586-5p	0	2	0	0	1	0	0	0
hsa-miR-5587-3p	5	4	4	3	5	5	9	4
hsa-miR-5587-5p	4	2	4	2	1	2	1	1
hsa-miR-5588-3p	0	0	0	0	1	1	2	0
hsa-miR-5588-5p	2	2	2	5	2	2	3	2
hsa-miR-5589-3p	0	0	0	0	0	0	0	0
hsa-miR-5589-5p	0	0	0	0	0	0	0	0
hsa-miR-559	3	1	2	0	0	1	0	1
hsa-miR-5590-3p	0	0	0	0	0	0	0	0
hsa-miR-5590-5p	0	0	0	0	0	0	0	0
hsa-miR-5591-3p	0	0	0	0	0	0	0	0
hsa-miR-5591-5p	0	0	0	0	0	0	0	0
hsa-miR-561-3p	4	0	1	0	2	1	1	1
hsa-miR-561-5p	33	30	13	32	33	37	39	33
hsa-miR-562	0	0	0	0	0	0	0	0
hsa-miR-563	0	0	0	0	0	0	0	0
hsa-miR-564	1	0	0	0	0	0	0	0
hsa-miR-566	0	0	0	0	0	0	0	0
hsa-miR-567	0	0	0	0	0	0	0	0
hsa-miR-568	0	0	0	0	0	0	0	0
hsa-miR-5680	11	8	12	18	12	17	16	10
hsa-miR-5681a	0	0	0	0	0	0	0	0
hsa-miR-5681b	0	0	2	0	0	0	0	0
hsa-miR-5682	4	4	0	0	0	2	4	3
hsa-miR-5683	6	3	3	5	21	9	10	9
hsa-miR-5684	9	5	9	5	9	11	13	5
hsa-miR-5685	0	0	0	1	0	0	0	0
hsa-miR-5687	0	1	0	0	0	0	0	0
hsa-miR-5688	1	1	1	1	2	2	0	1
hsa-miR-5689	5	4	1	2	9	2	6	2
hsa-miR-569	0	0	0	0	0	0	0	0
hsa-miR-5690	4	3	2	4	0	0	2	3
hsa-miR-5691	4	3	4	2	0	4	2	1
hsa-miR-5692a	0	0	0	0	0	0	0	0
hsa-miR-5692b	0	0	0	0	0	0	0	0
hsa-miR-5692c	0	0	0	0	0	0	0	0
hsa-miR-5693	0	0	0	0	0	0	0	0
hsa-miR-5694	0	2	0	0	0	2	0	1
hsa-miR-5695	5	4	11	3	1	1	8	3
hsa-miR-5696	1	3	3	3	4	2	7	5
hsa-miR-5697	11	13	9	18	6	11	14	12
hsa-miR-5698	0	4	3	2	4	3	4	1
hsa-miR-5699-3p	169	203	180	152	182	283	183	213
hsa-miR-5699-5p	106	74	78	80	76	81	76	60
hsa-miR-570-3p	12	6	17	8	10	11	8	7
hsa-miR-570-5p	3	0	1	0	0	0	0	1
hsa-miR-5700	0	0	0	0	0	0	0	0
hsa-miR-5701	0	0	0	0	0	0	0	0
hsa-miR-5702	0	0	0	0	0	0	0	0
hsa-miR-5703	1	0	0	2	2	1	4	2
hsa-miR-5704	0	0	0	0	0	0	0	0
hsa-miR-5705	1	0	1	0	3	2	0	0
hsa-miR-5706	3	3	2	0	1	2	2	1
hsa-miR-5707	2	0	0	1	1	4	1	0
hsa-miR-5708	0	1	0	0	0	0	0	0
hsa-miR-571	0	0	0	0	0	0	0	0
hsa-miR-572	1	0	0	0	0	0	0	0
hsa-miR-573	127	142	61	74	13	23	10	7
hsa-miR-5739	0	0	0	0	0	0	0	0
hsa-miR-574-3p	194	163	298	89	89	66	76	89
hsa-miR-574-5p	2	1	1	1	0	0	0	0
hsa-miR-575	0	0	0	0	0	0	0	0
hsa-miR-576-3p	40	42	31	33	57	71	47	62
hsa-miR-576-5p	110	50	84	65	83	62	87	85
hsa-miR-577	176	197	84	169	220	186	297	290
hsa-miR-578	1	0	0	0	0	0	2	0
hsa-miR-5787	0	0	0	0	0	0	0	0
hsa-miR-579-3p	21	14	19	9	8	13	10	11
hsa-miR-579-5p	13	21	16	15	14	20	13	13
hsa-miR-580-3p	44	46	28	34	34	54	51	51
hsa-miR-580-5p	5	0	0	0	1	0	1	0
hsa-miR-581	8	4	2	5	15	9	6	10
hsa-miR-582-3p	60	45	28	55	53	34	64	41
hsa-miR-582-5p	41	26	46	11	12	10	14	12
hsa-miR-583	0	0	0	0	0	0	0	0
hsa-miR-584-3p	5	8	5	6	8	5	3	9
hsa-miR-584-5p	304	289	170	294	296	375	336	291
hsa-miR-585-3p	1	3	0	2	0	0	3	0
hsa-miR-585-5p	0	0	0	0	0	0	0	0
hsa-miR-586	3	0	2	1	2	0	2	1
hsa-miR-587	0	0	0	0	0	1	0	0
hsa-miR-588	3	0	3	0	2	3	7	2
hsa-miR-589-3p	361	437	350	195	161	143	150	167
hsa-miR-589-5p	1793	1756	887	1752	1917	2627	2148	2397
hsa-miR-590-3p	1569	971	1437	640	609	472	662	481
hsa-miR-590-5p	891	690	633	412	381	419	456	414
hsa-miR-591	0	0	0	0	0	0	0	0
hsa-miR-592	1	1	0	0	0	0	0	1
hsa-miR-593-3p	0	0	0	0	0	0	0	0
hsa-miR-593-5p	0	0	0	0	0	0	0	0
hsa-miR-595	0	0	0	0	0	0	0	0
hsa-miR-596	0	0	0	0	0	0	0	0
hsa-miR-597-3p	11	11	11	10	18	20	8	15
hsa-miR-597-5p	4	3	2	4	6	7	2	3
hsa-miR-598-3p	2300	2154	2315	1800	2315	2923	2337	2144
hsa-miR-598-5p	3	3	1	2	0	3	1	0
hsa-miR-599	0	0	0	0	0	0	0	0
hsa-miR-600	1	0	1	2	0	0	2	1
hsa-miR-601	0	0	0	0	0	0	0	0
hsa-miR-602	23	25	6	5	9	19	15	8
hsa-miR-603	0	0	0	0	0	0	0	0
hsa-miR-604	0	0	0	0	0	0	0	0
hsa-miR-605-3p	0	0	0	0	1	0	1	0
hsa-miR-605-5p	1	0	0	0	1	0	0	0
hsa-miR-606	0	0	0	0	0	0	0	0
hsa-miR-6068	1	1	0	0	0	0	0	0
hsa-miR-6069	0	0	0	0	0	0	0	0
hsa-miR-607	0	0	0	0	0	0	2	1
hsa-miR-6070	0	0	0	0	2	1	0	0
hsa-miR-6071	0	0	0	0	0	0	0	0
hsa-miR-6072	0	0	0	0	0	0	0	0
hsa-miR-6073	0	0	0	0	0	0	0	0
hsa-miR-6074	0	0	0	0	0	0	0	0
hsa-miR-6075	0	0	0	0	0	0	0	0
hsa-miR-6076	0	0	0	0	0	0	0	0
hsa-miR-6077	0	0	0	1	0	0	0	0
hsa-miR-6078	0	0	0	0	0	0	0	0
hsa-miR-6079	0	0	0	0	0	0	0	0
hsa-miR-608	0	0	0	0	0	0	0	0
hsa-miR-6080	0	0	0	1	0	0	0	0
hsa-miR-6081	0	0	0	0	0	0	0	0
hsa-miR-6082	0	0	0	0	0	0	0	0
hsa-miR-6083	0	0	0	0	0	0	0	0
hsa-miR-6084	0	0	0	0	0	0	0	0
hsa-miR-6085	0	0	0	0	0	0	0	0
hsa-miR-6086	0	0	0	0	0	0	0	0
hsa-miR-6087	17	12	6	5	8	15	7	10
hsa-miR-6088	0	0	0	0	0	0	0	0
hsa-miR-6089	0	0	0	0	0	0	0	0
hsa-miR-609	0	0	0	0	0	2	2	1
hsa-miR-6090	0	0	0	0	0	0	0	0
hsa-miR-610	1	1	0	0	0	2	1	1
hsa-miR-611	0	0	1	0	0	0	0	0
hsa-miR-612	0	1	1	0	0	3	0	0
hsa-miR-6124	0	0	0	0	0	0	0	0
hsa-miR-6125	7	4	6	5	6	12	3	4
hsa-miR-6126	0	0	0	0	0	0	0	0
hsa-miR-6127	0	0	0	0	0	0	0	0
hsa-miR-6128	0	0	0	0	0	0	0	0
hsa-miR-6129	0	0	0	0	0	0	0	0
hsa-miR-613	0	0	0	0	0	0	0	0
hsa-miR-6130	1	1	1	1	1	1	0	0
hsa-miR-6131	0	0	1	0	1	0	0	0
hsa-miR-6132	0	0	0	0	0	0	0	0
hsa-miR-6133	0	0	0	0	0	0	0	0
hsa-miR-6134	0	0	0	0	0	0	0	0
hsa-miR-614	0	0	0	0	0	0	0	0
hsa-miR-615-3p	601	603	339	390	362	452	389	377
hsa-miR-615-5p	50	53	22	35	50	65	55	49
hsa-miR-616-3p	8	17	4	8	4	9	10	15
hsa-miR-616-5p	9	8	7	2	1	3	2	1
hsa-miR-6165	0	0	0	0	0	0	0	0
hsa-miR-617	0	0	0	0	0	0	0	0
hsa-miR-618	22	27	17	15	15	21	12	19
hsa-miR-619-3p	0	0	0	0	0	0	0	0
hsa-miR-619-5p	0	0	0	0	0	0	0	0
hsa-miR-620	0	0	0	0	0	0	0	0
hsa-miR-621	0	0	0	0	0	0	0	0
hsa-miR-622	0	0	0	0	0	1	0	0
hsa-miR-623	0	0	0	0	0	0	0	0
hsa-miR-624-3p	6	1	4	2	2	3	3	1
hsa-miR-624-5p	46	50	26	47	37	37	48	44
hsa-miR-625-3p	382	521	450	298	370	418	402	420
hsa-miR-625-5p	387	536	491	308	351	436	342	447
hsa-miR-626	0	0	0	0	0	0	0	0
hsa-miR-627-3p	5	0	2	2	6	1	2	6
hsa-miR-627-5p	589	528	382	794	966	1468	939	915
hsa-miR-628-3p	399	288	305	245	216	154	165	201
hsa-miR-628-5p	1158	1140	781	804	653	517	896	758
hsa-miR-629-3p	37	45	21	24	29	25	30	29
hsa-miR-629-5p	2968	3725	1814	2638	3071	5367	3539	3987
hsa-miR-630	0	0	0	0	0	0	0	0
hsa-miR-631	0	0	0	0	0	0	0	0
hsa-miR-632	2	1	1	2	0	2	8	3
hsa-miR-633	0	0	0	0	0	0	0	0
hsa-miR-634	0	0	0	0	0	0	0	0
hsa-miR-635	0	0	0	0	0	0	0	0
hsa-miR-636	22	34	11	18	19	20	22	13
hsa-miR-637	0	0	0	0	0	0	0	0
hsa-miR-638	0	0	0	0	0	0	0	0
hsa-miR-639	2	3	1	3	2	2	2	6
hsa-miR-640	0	0	0	0	0	0	0	0
hsa-miR-641	9	2	10	8	3	2	1	0
hsa-miR-642a-3p	0	0	0	0	0	0	0	0
hsa-miR-642a-5p	13	3	6	10	11	11	5	11
hsa-miR-642b-3p	2	4	0	1	3	0	1	2
hsa-miR-642b-5p	0	0	0	0	0	0	0	0
hsa-miR-643	33	33	26	22	24	33	21	24
hsa-miR-644a	0	0	0	0	0	0	0	0
hsa-miR-645	0	0	0	0	0	0	0	0
hsa-miR-646	0	0	0	0	0	0	0	0
hsa-miR-647	0	0	0	0	0	0	0	0
hsa-miR-648	0	0	0	0	0	0	0	0
hsa-miR-649	0	0	0	0	0	0	0	0
hsa-miR-6499-3p	0	0	0	0	0	0	0	0
hsa-miR-6499-5p	1	1	0	1	1	1	1	1
hsa-miR-650	0	0	0	0	0	0	0	0
hsa-miR-6500-3p	0	0	0	0	0	0	0	0
hsa-miR-6500-5p	0	0	0	0	0	0	0	0
hsa-miR-6501-3p	0	0	0	0	0	1	0	0
hsa-miR-6501-5p	26	24	18	12	30	27	12	15
hsa-miR-6502-3p	0	0	0	0	0	0	0	0
hsa-miR-6502-5p	0	0	0	0	0	0	0	0
hsa-miR-6503-3p	1	0	0	0	0	0	0	0
hsa-miR-6503-5p	0	0	0	0	0	0	0	0
hsa-miR-6504-3p	0	0	0	0	0	0	0	0
hsa-miR-6504-5p	0	0	0	0	0	0	0	0
hsa-miR-6505-3p	4	0	1	0	3	2	4	3
hsa-miR-6505-5p	28	20	22	8	15	11	22	11
hsa-miR-6506-3p	0	0	0	0	0	0	0	0
hsa-miR-6506-5p	0	0	0	0	2	1	0	0
hsa-miR-6507-3p	0	0	0	0	0	0	0	0
hsa-miR-6507-5p	2	4	0	0	4	1	1	0
